,S,E,E_delta,I,I_delta,R,E+I
2020-10-10,1978328.6149779204,34279.8023444248,6461.244607840017,2537283.1245073504,8424.358981789583,195450108.45817018,2571562.926851775
2020-10-11,1972210.7367348643,32429.630912609697,6117.878243056088,2410257.430225819,7968.049674871196,195585102.2021266,2442687.0611384287
2020-10-12,1966417.1139577678,30685.260691580297,5793.622777096459,2289559.960944544,7537.992998125858,195713337.664406,2320245.2216361244
2020-10-13,1960929.783277032,29040.062455717838,5487.330680735847,2174878.6220451132,7132.528916598304,195835151.53222203,2203918.684500831
2020-10-14,1955731.8520046566,27487.877205144327,5197.931272375315,2065916.3827001618,6750.116522948825,195950863.88808993,2093404.2599053062
2020-10-15,1950807.4271537543,26022.977846218597,4924.424850902198,1962390.583718638,6389.324209827929,196060779.01128128,1988413.5615648564
2020-10-16,1946141.5498153635,24640.03442177709,4665.877338390743,1864032.2733094587,6048.820762832251,196165186.14245328,1888672.3077312359
2020-10-17,1941720.1344321256,23334.082526446342,4421.415383237801,1770585.570103297,5727.367278568548,196264360.212938,1793919.6526297433
2020-10-18,1937529.9125525837,22100.494582927655,4190.221879541952,1681807.0527225952,5423.80982306064,196358562.54014176,1703907.5473055227
2020-10-19,1933558.3806894245,20934.95369092193,3971.5318631593736,1597465.1751523453,5137.072755165098,196448041.4904672,1618400.1288432672
2020-10-20,1929793.7519404483,19833.42979192271,3764.628748976119,1517339.7071369165,4866.15264797534,196533033.1111306,1537173.1369288391
2020-10-21,1926224.9110628623,18792.15792097904,3568.8408775860103,1441221.1988097453,4610.112748529681,196613761.73220628,1460013.3567307242
2020-10-22,1922841.3727200525,17807.618341170994,3383.538342809791,1368910.4687517053,4368.077922617838,196690440.54018694,1386718.0870928762
2020-10-23,1919633.2426456707,16876.51837834488,3208.130074381931,1300218.1146692706,4139.2300372080435,196763272.1243066,1317094.6330476154
2020-10-24,1916591.1814929629,15995.775792967555,3042.061152707794,1234964.0458842232,3922.80373808512,196832448.99682972,1250959.8216771907
2020-10-25,1913706.3711580706,15162.503543080822,2884.810334892135,1172977.0368317305,3718.082584778868,196898154.088467,1188139.5403748113
2020-10-26,1910970.4833847787,14373.99580753089,2735.887773291958,1114094.3007724122,3524.3955088418907,196960561.22003517,1128468.296579943
2020-10-27,1908375.650475098,13627.715152143819,2594.832909680606,1058161.0829358709,3341.113565067676,197019835.55143678,1071788.7980880146
2020-10-28,1905914.4379453477,12921.280733517404,2461.2125297503767,1005030.2723275214,3167.646948376792,197076134.0089935,1017951.5530610387
2020-10-29,1903579.8189811984,12252.45744577867,2334.6189641494984,954562.0314469417,3003.442251888234,197129605.69212598,966814.4888927203
2020-10-30,1901365.150557633,11619.14592516877,2214.6684235652433,906623.4431839633,2847.979944175143,197180392.26033312,918242.5891091321
2020-10-31,1899264.151101088,11019.373335798675,2100.999456545139,861088.1741779712,2700.7720459152333,197228628.30138502,872107.5475137698
2020-11-01,1897270.8795812803,10451.284867488484,1993.271519807566,817836.15394608,2561.3599881177565,197274441.681605,828287.4388135684
2020-11-02,1895379.7159295357,9913.135883364932,1891.1636517447168,776753.2691067364,2429.3126358682684,197317953.87908024,786666.4049901013
2020-11-03,1893585.342688859,9403.284660937348,1794.3732406766035,737731.0720466402,2304.224463104188,197359280.30060345,747134.3567075776
2020-11-04,1891882.727808674,8920.185675782788,1702.6148801848337,700666.5034004907,2185.7138653393936,197398530.58311495,709586.6890762735
2020-11-05,1890267.1085041256,8462.383381817504,1615.6193045484392,665461.6277347845,2073.421598513723,197435808.88037917,673924.011116602
2020-11-06,1888733.9761061964,8028.506446476938,1533.1323979292,632023.3818485829,1967.0093332697654,197471214.13559863,640051.8882950598
2020-11-07,1887279.0618346785,7617.2624030255665,1454.9142715179105,600263.3351257154,1866.1583149692829,197504840.34063646,607880.5975287409
2020-11-08,1885898.3234313163,7227.4326857199185,1380.7384033622852,570097.4613941913,1770.5681206679335,197536776.78248864,577324.8940799112
2020-11-09,1884587.932595259,6857.868016696306,1310.3908360573587,541445.9217695809,1679.9555050809718,197567108.27761835,548303.7897862772
