,S,E,E_delta,I,I_delta,R,E+I
2020-06-02,1319454050.060928,19532973.538798943,9106849.613905272,14278630.96326717,7794785.363233244,86058119.43700673,33811604.50206611
2020-06-03,1309729751.0622368,20901194.70223833,9724298.998691257,15327317.275257621,8356077.835251871,93365510.96026814,36228511.97749595
2020-06-04,1299368187.2894592,22321364.60916424,10361563.772777464,16424632.20807343,8941393.865851551,101209589.89330389,38745996.817237675
2020-06-05,1288352658.570849,23787960.099931747,11015528.718610378,17567912.367444567,9548933.227842875,109615242.96177563,41355872.467376314
2020-06-06,1276670250.3308823,25294035.1901061,11682408.239966659,18753494.636041075,10176333.149792302,118605993.84297143,44047529.82614718
2020-06-07,1264312528.6165917,26831134.71923381,12357721.714290546,19976619.12779911,10820622.185162835,128203491.53637624,46807753.84703292
2020-06-08,1251276242.1547925,28389237.9092078,13036286.461799202,21231344.866935253,11478183.271825213,138426949.0690653,49620582.77614305
2020-06-09,1237564009.6793215,29956740.797981597,13712232.475470917,22510484.474648647,12144729.586697118,149292539.04804903,52467225.272630244
2020-06-10,1223184966.857036,31520486.589265518,14379042.822285347,23805564.766543537,12815297.031001424,160812755.78715557,55326051.355809055
2020-06-11,1208155343.8143687,33065852.418265842,15029623.042667283,25106820.498555347,13484257.213666957,172995757.26881072,58172672.91682119
2020-06-12,1192498941.923311,34576899.74018155,15656401.891057769,26403228.43134498,14145354.569142064,185844703.90516314,60980128.17152653
2020-06-13,1176247477.570169,36036593.400717355,16251464.353141934,27682588.296730045,14791770.692606129,199357114.7323842,63719181.697447404
2020-06-14,1159440761.5074027,37427091.406587,16806716.062766362,28931656.04475889,15416218.056896722,213524265.04125208,66358747.45134589
2020-06-15,1142126685.4130454,38730103.52651592,17314076.09435735,30136332.86069385,16011063.97442842,228330652.19974554,68866436.38720977
2020-06-16,1124360992.6592753,39927312.27593862,17765692.753770035,31281910.855708368,16568484.004347334,243753558.20907834,71209223.13164699
2020-06-17,1106206818.0404027,41000844.8477906,18154174.618872613,32353373.114660718,17080642.047020633,259762737.99714664,73354217.96245131
2020-06-18,1087733991.1155398,41933779.53972256,18472826.92486284,33335742.076964997,17539892.232930876,276320261.2677732,75269521.61668757
2020-06-19,1069018109.4076942,42710665.67865488,18715881.707845572,34214466.27241709,17938995.568913255,293380532.6412344,76925131.95107198
2020-06-20,1050139400.2409163,43318032.486966416,18878709.16677796,34975831.55708943,18271342.35846642,310890509.71502846,78293864.04405585
2020-06-21,1031181402.5538701,43744860.282645516,18957997.687046163,35607379.58016966,18531169.891367063,328790131.5833153,79352239.86281517
2020-06-22,1012229511.540337,43982987.27617779,18951891.013533108,36098313.66787099,18713764.020000838,347012961.5156148,80081300.94404878
2020-06-23,993369438.3640995,44027427.26801513,18860073.176237434,36439871.01270093,18815633.18440009,365487037.355185,80467298.28071606
2020-06-24,974685643.5306128,43876577.780366525,18683794.83348666,36625640.2958878,18834644.32113527,384135912.3931334,80502218.07625432
2020-06-25,956259805.0775486,43532304.33270217,18425838.45306417,36651805.797223374,18770111.900728527,402879858.79252636,80184110.12992555
2020-06-26,938169381.2344754,42999894.19561434,18090423.843073215,36517302.62903568,18622833.98016105,421637195.9408751,79517196.82465002
2020-06-27,920486321.6769037,42287881.33410763,17683059.557571687,36223872.74209686,18395072.419078395,440325698.24689233,78511754.0762045
2020-06-28,903275972.4533385,41407752.56599352,17210349.223565277,35776017.381211534,18090477.991679385,458864031.599457,77183769.94720505
2020-06-29,886596207.9395133,40373552.39661217,16679764.51382518,35180848.16915425,17713964.683206532,477173165.4947208,75554400.56576642
2020-06-30,870496809.855914,39201409.83937704,16099398.083599376,34447845.352441415,17271540.640834507,495177708.9522682,73649255.19181845
2020-07-01,855019099.6561197,37909014.288565546,15477710.199794304,33588537.346880466,16770105.7506058,512807122.70843494,71497551.63544601
2020-07-02,840195817.5890032,36515068.936430305,14823282.0671165,32616120.06428592,16217227.419251746,529996767.41028124,69131189.00071622
2020-07-03,826051230.4150109,35038749.360801205,14144587.173992239,31545037.232232116,15620906.749621337,546688756.9919564,66583786.59303332
2020-07-04,812601440.8052177,33499192.04258238,13449789.609793227,30390543.881383553,14989346.92801205,562832597.2708169,63889735.92396593
2020-07-05,799854865.2496705,31915033.18281645,12746575.55554729,29168274.418563623,14330734.415313222,578385601.1489501,61083307.60138007
2020-07-06,787812843.9189903,30304012.857522704,12042021.33068029,27893834.45653777,13653041.655974034,593313082.76695,58197847.31406047
2020-07-07,776470345.1656655,28682653.87280518,11342498.753324725,26582432.193580475,12963857.738042248,607588342.7679496,55265086.06638566
2020-07-08,765816728.82789,27066019.20109269,10653616.337775433,25248561.058672387,12270251.009487921,621192464.9123456,52314580.25976507
2020-07-09,755836535.700692,25467547.01727125,9980193.12719801,23905741.00254889,11578665.31101945,634113950.2794886,49373288.01982014
2020-07-10,746510274.9166559,23898958.395683266,9326260.78403613,22566321.618069243,10894849.405624112,646348219.0695924,46465280.013752505
2020-07-11,737815186.0039878,22370229.816401087,8695088.912668152,21241346.53128496,10223817.49195033,657897011.648327,43611576.34768605
2020-07-12,729725957.602692,20889620.775024857,8089228.401295778,19940475.431612678,9569837.442672007,668767720.1906713,40830096.20663753
2020-07-13,722215389.8535554,19463745.908382636,7510567.749136562,18671957.816006105,8936442.615778785,678972680.4220567,38135703.72438874
2020-07-14,715254992.0655805,18097680.986880615,6960397.7879749825,17442651.025004506,8326462.709477002,688528449.9225353,35540332.01188512
2020-07-15,708815511.2501391,16795092.697300747,6439480.815441353,16258074.391283266,7742069.105021221,697455095.6612778,33053167.088584013
2020-07-16,702867390.4046724,15558383.155824527,5948120.845466735,15122491.196766678,7184830.386942956,705775509.2427373,30680874.352591205
2020-07-17,697381158.0234804,14388841.372243067,5486232.381191988,14039010.508176873,6655774.164773447,713514764.0961006,28427851.88041994
2020-07-18,692327752.2456143,13286795.28167087,5053405.777866081,13009701.691480402,6155451.868438278,720699524.7812353,26296496.973151274
2020-07-19,687678784.3895625,12251759.351296274,4648967.856051764,12035715.359312728,5684003.786426361,727357514.8998294,24287474.710609004
2020-07-20,683406747.4579518,11282574.071918285,4272036.9316106625,11117405.566197755,5241222.210988652,733517046.903933,22399979.63811604
2020-07-21,679485175.6151651,10377534.803003205,3921571.8427867,10254449.141341813,4826611.11170178,739206614.4404907,20631983.94434502
2020-07-22,675888760.7363919,9534508.427239055,3596414.878773176,9445959.069414586,4439441.254537326,744454545.7669553,18980467.49665364
2020-07-23,672593431.9801383,8751037.077578312,3295328.756253562,8690589.75036881,4078800.1059143045,749288715.1919154,17441626.82794712
2020-07-24,669576404.01885,8024428.832419573,3017027.9612882887,7986632.764067855,3743636.206447027,753736308.3846633,16011061.596487429
2020-07-25,666816199.133402,7351835.748119218,2760204.885447994,7332102.424142083,3432797.9697483494,757823636.6943375,14683938.172261301
2020-07-26,664292647.8843807,6730319.9329146845,2523551.2490213034,6724810.929645091,3145067.064225837,761575995.2530603,13455130.862559777
2020-07-27,661986872.5530816,6156908.585141462,2305775.331299109,6162433.322250275,2879186.679072331,765017559.5395275,12319341.907391738
2020-07-28,659881257.0252135,5628639.04375578,2105615.52786814,5642562.7452154765,2633885.0692538223,768171315.1858162,11271201.788971256
2020-07-29,657959406.2896787,5142594.951463239,1921850.7355347325,5162756.694721034,2407894.827827273,771059016.0641379,10305351.646184273
2020-07-30,656206098.256239,4695934.62861331,1753308.0334396905,4720575.071455942,2199968.3562896196,773701166.0436926,9416509.700069252
2020-07-31,654607230.1670228,4285912.7150859665,1598868.089216202,4313610.896665417,2008890.0027435452,776117020.2212267,8599523.611751383
2020-08-01,653149761.4914651,3909896.0704892077,1457468.6755577337,3939514.5668681962,1833485.3201544925,778324601.8711784,7849410.637357404
2020-08-02,651821654.8533257,3565374.840277818,1328106.6381393792,3596012.497709151,1672627.8683507692,780340731.8086882,7161387.337986968
2020-08-03,650611816.240859,3249969.504707991,1209838.6124666717,3280920.9604387805,1525243.9480364984,782181067.293995,6530890.465146772
2020-08-04,649510035.4946253,2961434.6346535655,1101780.746233702,2992155.8527780613,1390315.6162881278,783860148.0179439,5953590.487431627
2020-08-05,648506927.8486598,2697659.9873511996,1003107.6459655885,2727739.076049992,1266882.2932679546,785391447.0879399,5425399.0634011915
2020-08-06,647593877.1161376,2456669.48889661,913050.7325221292,2485802.117431722,1154041.2309767185,786787425.2775348,4942471.606328333
